customer_id,tenure_months,monthly_charges,total_charges,contract,payment_method,internet_service,support_calls,usage_gb,late_payments,senior_citizen,has_dependents,churn
C12722,9,90.41,815.26,One year,Bank transfer,Fiber optic,1,16.8,1,1,0,1
C12723,28,120.79,3368.37,One year,Bank transfer,DSL,2,51.9,1,1,0,1
C12724,57,83.16,4737.43,Month-to-month,Mailed check,No,0,59.6,0,1,0,0
C12725,45,62.7,2819.11,Two year,Electronic check,DSL,0,38.9,0,0,0,0
C12726,10,54.2,524.12,Month-to-month,Bank transfer,DSL,0,65.3,0,0,1,0
C12727,3,41.09,92.34,Two year,Bank transfer,No,2,45.2,0,0,0,1
C12728,42,116.49,4935.84,Month-to-month,Electronic check,Fiber optic,2,49.9,0,1,0,1
C12729,34,60.28,1965.34,Month-to-month,Credit card,DSL,2,65.5,0,0,0,0
C12730,70,117.89,8244.07,Month-to-month,Electronic check,No,5,43.5,0,0,0,0
C12731,38,99.84,3775.16,Month-to-month,Bank transfer,No,0,70.8,0,1,0,0
C12732,68,21.48,1477.39,Month-to-month,Credit card,Fiber optic,1,90.4,1,0,0,0
C12733,16,48.35,715.43,One year,Electronic check,DSL,1,53.2,1,0,0,1
C12734,33,48.27,1572.92,Two year,Credit card,DSL,3,66.5,0,0,0,0
C12735,11,63.0,688.91,Month-to-month,Credit card,No,1,39.0,2,0,0,1
C12736,42,63.49,2709.38,Month-to-month,Bank transfer,DSL,0,91.5,0,0,1,0
C12737,14,139.91,1972.03,Month-to-month,Credit card,Fiber optic,3,47.8,3,0,0,1
C12738,36,38.07,1323.18,Two year,Bank transfer,DSL,1,62.6,0,0,0,1
C12739,25,70.72,1748.5,Month-to-month,Mailed check,DSL,0,11.6,0,1,1,1
C12740,14,80.41,1161.18,Month-to-month,Bank transfer,Fiber optic,3,58.9,0,1,1,1
C12741,7,64.96,406.69,Month-to-month,Mailed check,Fiber optic,1,41.5,0,0,0,1
C12742,37,67.75,2503.6,Month-to-month,Electronic check,DSL,1,57.4,0,0,0,1
C12743,69,38.88,2682.36,One year,Electronic check,DSL,1,61.5,1,0,0,0
C12744,15,67.66,999.47,Month-to-month,Mailed check,DSL,0,65.8,0,0,0,1
C12745,30,77.78,2441.23,Month-to-month,Credit card,DSL,1,59.5,0,1,0,0
C12746,17,73.19,1227.72,Two year,Credit card,DSL,0,32.7,2,0,0,1
C12747,59,79.26,4694.33,Month-to-month,Credit card,Fiber optic,2,113.9,1,0,0,0
C12748,30,100.32,2978.95,One year,Electronic check,DSL,0,80.7,1,0,1,0
C12749,71,88.42,6298.93,Month-to-month,Bank transfer,Fiber optic,3,35.3,1,1,0,0
C12750,18,66.78,1236.87,Two year,Bank transfer,Fiber optic,2,34.0,0,0,0,0
C12751,6,35.71,190.74,One year,Electronic check,Fiber optic,1,1.0,0,0,0,0
C12752,42,50.0,2097.81,Month-to-month,Bank transfer,Fiber optic,0,15.1,0,1,0,0
C12753,47,59.51,2761.16,Two year,Mailed check,No,0,20.5,1,0,0,0
C12754,72,71.31,5088.54,Month-to-month,Credit card,DSL,0,34.7,0,0,0,0
C12755,63,53.04,3382.99,Month-to-month,Electronic check,DSL,1,89.3,0,0,0,0
C12756,64,41.61,2640.88,One year,Credit card,DSL,0,31.8,1,0,0,1
C12757,46,35.3,1527.26,One year,Credit card,DSL,1,14.9,2,0,1,0
C12758,26,23.72,687.33,Month-to-month,Bank transfer,No,1,56.7,0,0,0,0
C12759,31,59.13,1800.95,Month-to-month,Electronic check,Fiber optic,4,59.7,0,0,0,1
C12760,10,28.26,272.75,Month-to-month,Electronic check,No,4,32.0,0,0,1,0
C12761,32,39.99,1345.32,One year,Credit card,No,1,82.0,0,0,0,0
C12762,27,55.15,1483.38,Two year,Electronic check,No,3,85.8,0,0,0,1
C12763,3,31.6,88.27,Month-to-month,Electronic check,Fiber optic,2,7.2,1,0,0,1
C12764,15,74.49,1068.22,Two year,Credit card,No,0,59.9,0,0,0,0
C12765,39,83.51,3191.5,Month-to-month,Credit card,Fiber optic,0,3.6,2,0,0,1
C12766,27,51.26,1377.36,One year,Bank transfer,DSL,1,35.0,1,0,0,0
C12767,72,54.07,3907.55,Two year,Electronic check,Fiber optic,0,150.5,0,0,0,0
C12768,35,78.44,2757.62,One year,Mailed check,No,0,57.9,1,0,1,1
C12769,70,47.15,3281.25,Month-to-month,Credit card,No,0,22.8,1,0,0,1
C12770,48,45.43,2181.45,Month-to-month,Electronic check,Fiber optic,2,62.2,0,0,0,1
C12771,3,94.91,211.24,Month-to-month,Electronic check,No,2,21.3,0,0,1,1
C12772,15,87.1,1324.91,One year,Electronic check,Fiber optic,1,48.0,0,0,1,0
C12773,51,80.04,4088.5,Two year,Bank transfer,Fiber optic,0,17.8,0,0,0,0
C12774,40,88.14,3604.55,Month-to-month,Electronic check,Fiber optic,0,28.5,0,0,0,0
C12775,22,15.57,342.84,Month-to-month,Credit card,DSL,2,81.1,2,1,0,1
C12776,38,98.85,3718.59,Month-to-month,Electronic check,Fiber optic,0,111.9,0,0,0,1
C12777,66,74.8,4934.77,One year,Electronic check,No,1,47.9,0,0,0,0
C12778,28,90.27,2514.45,One year,Credit card,No,1,67.0,0,0,1,1
C12779,4,74.68,316.11,Month-to-month,Credit card,DSL,0,25.3,0,0,0,1
C12780,23,66.22,1524.14,One year,Bank transfer,DSL,1,15.8,0,0,0,0
C12781,68,58.12,3901.76,Month-to-month,Credit card,DSL,1,44.3,0,0,0,0
C12782,55,74.18,4014.47,One year,Electronic check,No,2,42.3,1,0,0,0
C12783,61,57.21,3500.33,Month-to-month,Mailed check,Fiber optic,0,155.5,0,0,0,0
C12784,66,86.7,5777.52,Month-to-month,Electronic check,Fiber optic,2,34.1,1,0,0,1
C12785,9,25.34,231.23,One year,Mailed check,DSL,0,33.0,0,0,0,0
C12786,21,51.46,1113.19,One year,Credit card,DSL,1,57.8,2,0,1,0
C12787,5,116.12,621.11,Month-to-month,Credit card,No,0,24.8,1,0,0,1
C12788,1,49.35,60.02,One year,Electronic check,Fiber optic,1,20.2,1,0,0,1
C12789,61,59.03,3568.25,Month-to-month,Mailed check,DSL,1,51.8,0,1,0,0
C12790,68,42.94,2927.73,Month-to-month,Credit card,DSL,0,10.0,1,0,1,0
C12791,12,73.4,929.08,Two year,Bank transfer,DSL,2,55.5,0,0,0,0
C12792,52,46.59,2443.88,Two year,Electronic check,DSL,1,27.4,0,0,0,0
C12793,39,60.36,2383.97,Month-to-month,Mailed check,DSL,3,64.8,0,0,0,1
C12794,5,86.22,412.6,Two year,Electronic check,Fiber optic,1,92.9,1,0,0,0
C12795,66,47.53,3128.89,One year,Mailed check,DSL,0,20.2,0,0,0,0
C12796,63,84.72,5332.61,Month-to-month,Mailed check,Fiber optic,1,32.4,1,0,0,0
C12797,41,85.56,3505.91,Month-to-month,Mailed check,Fiber optic,3,77.6,1,1,0,1
C12798,51,91.37,4706.59,Month-to-month,Mailed check,Fiber optic,1,47.9,0,0,1,1
C12799,29,68.51,1892.9,One year,Mailed check,Fiber optic,1,113.4,0,0,1,1
C12800,58,146.03,8470.96,Two year,Electronic check,No,0,49.2,1,0,0,0
C12801,33,91.36,3011.7,Month-to-month,Electronic check,DSL,1,89.8,0,0,0,1
C12802,72,73.12,5209.78,Month-to-month,Mailed check,No,0,13.6,1,0,1,0
C12803,5,43.1,242.37,Month-to-month,Credit card,DSL,2,19.6,0,0,0,0
C12804,13,62.57,784.43,Month-to-month,Credit card,DSL,2,103.9,0,0,0,0
C12805,70,100.66,7031.92,Two year,Electronic check,DSL,1,19.2,1,0,0,0
C12806,21,107.74,2336.49,Month-to-month,Mailed check,Fiber optic,2,104.7,0,0,0,1
C12807,23,101.96,2385.48,One year,Bank transfer,Fiber optic,2,21.9,1,0,0,1
C12808,57,84.63,4846.89,Month-to-month,Mailed check,No,1,11.1,1,1,1,1
C12809,14,33.61,485.77,One year,Bank transfer,DSL,3,33.9,0,0,0,1
C12810,37,77.18,2849.07,One year,Credit card,Fiber optic,0,13.7,0,0,0,1
C12811,21,33.96,793.14,One year,Electronic check,DSL,1,60.9,1,0,1,0
C12812,15,27.81,449.24,Month-to-month,Mailed check,DSL,1,3.6,0,0,0,0
C12813,70,70.98,4938.62,One year,Mailed check,Fiber optic,2,132.0,0,0,1,0
C12814,15,78.08,1115.2,One year,Bank transfer,DSL,0,42.2,1,0,1,0
C12815,7,87.58,635.73,One year,Electronic check,Fiber optic,1,63.2,1,0,0,1
C12816,49,77.43,3791.84,One year,Bank transfer,Fiber optic,2,68.9,1,0,1,0
C12817,63,78.29,4875.11,Two year,Electronic check,Fiber optic,2,45.7,0,0,1,0
C12818,10,40.38,420.94,Month-to-month,Bank transfer,Fiber optic,2,54.8,1,0,0,0
C12819,51,62.38,3170.62,Month-to-month,Bank transfer,DSL,2,30.2,1,0,0,1
C12820,39,27.32,1086.71,Two year,Electronic check,DSL,0,68.8,0,0,0,0
C12821,60,15.0,917.67,Month-to-month,Credit card,Fiber optic,1,116.6,1,1,1,0
C12822,10,83.52,810.87,Two year,Credit card,DSL,3,29.4,0,0,0,0
C12823,71,46.17,3303.38,One year,Mailed check,Fiber optic,1,74.8,0,0,0,0
C12824,45,86.81,3886.53,Two year,Credit card,Fiber optic,2,83.7,1,0,0,0
C12825,61,92.71,5637.99,One year,Credit card,Fiber optic,0,28.0,0,0,0,0
C12826,27,49.52,1315.75,Two year,Electronic check,Fiber optic,0,38.9,1,0,0,1
C12827,68,79.76,5468.92,One year,Bank transfer,DSL,1,37.6,0,0,0,0
C12828,46,48.47,2218.4,Month-to-month,Bank transfer,DSL,2,34.3,0,0,1,0
C12829,10,18.85,243.4,Month-to-month,Bank transfer,DSL,1,22.4,0,1,0,1
C12830,67,68.08,4632.7,Month-to-month,Credit card,DSL,2,40.1,0,0,1,1
C12831,58,53.23,3057.79,Month-to-month,Mailed check,No,0,33.1,0,1,0,0
C12832,22,54.0,1071.16,Two year,Electronic check,DSL,4,95.3,3,0,0,0
C12833,40,114.38,4616.98,Month-to-month,Mailed check,DSL,2,48.4,1,0,1,1
C12834,28,26.85,738.12,One year,Credit card,No,2,24.2,0,0,0,0
C12835,40,74.57,2948.15,Month-to-month,Mailed check,Fiber optic,1,99.2,0,0,0,0
C12836,70,40.13,2785.55,Month-to-month,Electronic check,DSL,1,86.8,0,0,0,0
C12837,65,87.71,5684.56,Two year,Electronic check,No,0,34.0,1,0,0,0
C12838,16,72.46,1211.25,Month-to-month,Bank transfer,Fiber optic,2,46.2,1,0,0,1
C12839,70,74.48,5220.0,One year,Electronic check,No,2,96.1,0,0,1,1
C12840,32,41.38,1375.5,Month-to-month,Mailed check,No,0,72.6,1,1,0,0
C12841,51,45.86,2358.63,Month-to-month,Electronic check,Fiber optic,3,9.0,1,0,1,0
C12842,56,88.18,4925.71,Month-to-month,Mailed check,DSL,2,18.2,0,0,0,0
C12843,35,109.27,3808.84,One year,Electronic check,Fiber optic,1,26.3,0,0,0,0
C12844,33,77.01,2563.79,Month-to-month,Electronic check,DSL,1,28.8,1,0,1,1
C12845,33,42.56,1437.3,Two year,Bank transfer,Fiber optic,1,38.3,0,0,0,0
C12846,63,73.47,4668.48,One year,Electronic check,No,1,53.4,1,0,0,0
C12847,28,125.69,3508.86,Month-to-month,Electronic check,DSL,1,38.2,0,0,0,1
C12848,21,67.56,1425.77,Month-to-month,Bank transfer,No,0,84.9,0,0,0,1
C12849,27,101.55,2765.21,Month-to-month,Electronic check,Fiber optic,0,29.2,0,0,1,0
C12850,15,46.49,681.99,One year,Electronic check,DSL,0,85.0,0,0,1,0
C12851,29,63.95,1809.15,Month-to-month,Mailed check,No,1,48.5,0,0,1,0
C12852,9,80.49,692.16,Month-to-month,Mailed check,Fiber optic,1,46.4,2,1,0,1
C12853,7,74.93,514.87,Month-to-month,Bank transfer,Fiber optic,0,67.6,2,0,0,0
C12854,53,45.84,2456.01,Month-to-month,Credit card,Fiber optic,3,60.5,0,0,0,0
C12855,6,44.76,318.92,One year,Mailed check,DSL,0,38.1,0,0,1,0
C12856,41,89.71,3623.87,Month-to-month,Bank transfer,DSL,0,22.1,0,0,0,0
C12857,57,94.79,5379.14,Month-to-month,Credit card,Fiber optic,2,96.8,1,0,0,0
C12858,53,102.8,5434.09,Month-to-month,Mailed check,No,1,44.3,0,0,0,0
C12859,33,110.1,3665.09,One year,Credit card,Fiber optic,1,44.7,2,1,1,0
C12860,14,68.37,936.06,One year,Bank transfer,No,2,173.7,1,1,1,0
C12861,68,57.22,3873.77,Month-to-month,Bank transfer,No,0,85.5,0,0,1,0
C12862,61,98.77,5968.49,Month-to-month,Credit card,DSL,0,35.7,0,0,1,0
C12863,45,82.83,3746.69,One year,Electronic check,No,1,41.7,1,0,0,1
C12864,7,40.44,276.62,Month-to-month,Credit card,No,2,20.2,0,0,0,1
C12865,3,39.16,91.32,One year,Mailed check,Fiber optic,1,14.7,2,0,0,1
C12866,23,77.3,1767.52,Month-to-month,Bank transfer,Fiber optic,0,35.7,0,0,0,1
C12867,12,60.57,771.92,Month-to-month,Mailed check,Fiber optic,1,57.7,0,0,0,1
C12868,62,64.34,3948.88,Month-to-month,Electronic check,No,0,21.4,0,0,0,0
C12869,15,91.81,1343.48,Month-to-month,Electronic check,No,2,72.8,0,0,0,1
C12870,21,83.98,1813.67,One year,Credit card,Fiber optic,1,17.3,1,1,0,0
C12871,71,98.25,6978.78,Month-to-month,Bank transfer,No,2,36.1,0,0,1,0
C12872,59,16.71,1012.68,Month-to-month,Credit card,Fiber optic,1,68.3,1,0,1,0
C12873,16,71.33,1157.35,Month-to-month,Electronic check,No,1,138.0,0,0,0,1
C12874,28,82.37,2304.95,Month-to-month,Electronic check,Fiber optic,1,106.0,0,0,1,0
C12875,38,26.84,1005.99,One year,Electronic check,No,0,90.9,0,0,1,0
C12876,48,48.63,2367.5,One year,Electronic check,No,0,45.5,1,1,1,0
C12877,68,43.99,3037.81,Two year,Mailed check,Fiber optic,1,75.6,0,0,0,0
C12878,63,65.54,4172.39,Month-to-month,Credit card,No,2,33.7,0,0,0,0
C12879,71,105.7,7457.28,Month-to-month,Credit card,Fiber optic,1,65.2,1,0,1,0
C12880,3,115.56,398.88,Month-to-month,Mailed check,DSL,2,13.4,2,0,0,1
C12881,18,44.64,789.2,Two year,Mailed check,DSL,1,53.4,0,0,0,0
C12882,41,78.16,3174.36,Month-to-month,Bank transfer,Fiber optic,0,13.3,0,0,0,1
C12883,4,78.97,309.11,Month-to-month,Bank transfer,DSL,1,87.0,1,0,0,1
C12884,26,74.69,1975.19,One year,Bank transfer,DSL,1,73.0,0,1,0,1
C12885,12,74.97,921.26,Month-to-month,Mailed check,Fiber optic,0,112.8,0,1,0,1
C12886,68,72.59,4925.9,Month-to-month,Electronic check,DSL,0,15.2,0,0,0,0
C12887,5,107.19,569.46,Month-to-month,Electronic check,Fiber optic,1,172.6,0,0,0,1
C12888,11,92.56,1023.75,One year,Credit card,No,2,41.5,0,0,1,1
C12889,15,38.5,554.58,One year,Bank transfer,DSL,3,86.2,1,0,0,0
C12890,11,84.89,905.47,Month-to-month,Credit card,Fiber optic,1,19.5,1,0,1,1
C12891,41,87.31,3596.12,One year,Electronic check,DSL,0,56.5,0,0,0,1
C12892,27,72.87,1964.19,Month-to-month,Mailed check,No,1,37.9,1,0,0,1
C12893,66,93.29,6102.12,Month-to-month,Electronic check,Fiber optic,1,73.0,1,0,0,0
C12894,19,69.7,1358.19,Two year,Credit card,No,0,7.4,1,0,1,0
C12895,39,70.01,2711.18,One year,Electronic check,Fiber optic,1,18.0,2,0,0,0
C12896,48,68.03,3329.12,Two year,Bank transfer,No,2,92.6,1,1,0,0
C12897,46,15.0,633.88,One year,Electronic check,Fiber optic,0,17.6,0,0,0,0
C12898,58,62.99,3646.19,Month-to-month,Electronic check,Fiber optic,1,38.4,1,1,0,0
C12899,15,48.29,696.35,Month-to-month,Electronic check,DSL,0,34.3,0,0,0,0
C12900,37,35.34,1268.56,Month-to-month,Mailed check,Fiber optic,1,52.3,0,0,0,0
C12901,58,100.85,5829.83,Month-to-month,Credit card,Fiber optic,2,21.2,0,0,0,0
C12902,63,77.61,4960.25,Month-to-month,Credit card,Fiber optic,0,98.2,1,0,1,0
C12903,45,64.25,2896.98,Month-to-month,Bank transfer,DSL,0,53.1,2,1,0,1
C12904,47,50.88,2359.69,Month-to-month,Mailed check,Fiber optic,0,105.4,1,0,0,0
C12905,63,72.4,4488.05,Two year,Credit card,Fiber optic,1,72.5,1,0,1,0
C12906,45,89.79,3971.7,Month-to-month,Electronic check,Fiber optic,0,50.8,2,0,1,0
C12907,69,44.33,3037.31,Month-to-month,Credit card,Fiber optic,1,2.4,1,0,0,1
C12908,10,64.88,623.45,One year,Bank transfer,Fiber optic,1,64.8,0,0,0,1
C12909,26,86.7,2245.24,One year,Mailed check,Fiber optic,2,64.3,0,0,0,0
C12910,9,16.6,58.51,Month-to-month,Electronic check,Fiber optic,1,104.0,0,0,0,1
C12911,7,63.56,441.25,One year,Electronic check,No,1,47.7,1,0,0,0
C12912,34,54.27,1886.29,One year,Mailed check,No,1,44.5,0,1,0,0
C12913,17,61.65,1112.96,Two year,Credit card,DSL,2,67.4,0,0,0,0
C12914,30,52.46,1498.02,Month-to-month,Bank transfer,DSL,1,44.3,0,1,0,0
C12915,32,68.44,2158.02,Month-to-month,Mailed check,Fiber optic,0,29.8,0,0,1,0
C12916,45,113.09,5054.88,One year,Mailed check,No,0,76.3,1,0,0,1
C12917,69,56.9,3931.93,Month-to-month,Credit card,DSL,3,6.0,0,0,1,0
C12918,62,72.29,4433.19,One year,Electronic check,Fiber optic,2,43.8,0,0,1,0
C12919,28,114.87,3283.65,One year,Electronic check,Fiber optic,1,31.5,0,0,1,0
C12920,24,51.25,1231.74,One year,Bank transfer,No,0,17.5,1,0,0,0
C12921,56,110.37,6175.79,Two year,Electronic check,DSL,1,51.7,0,0,0,0
C12922,9,65.13,649.88,One year,Electronic check,No,4,113.5,0,0,1,0
C12923,39,109.55,4271.81,Two year,Mailed check,Fiber optic,1,20.4,0,0,1,1
C12924,31,83.76,2612.57,One year,Electronic check,No,2,64.8,0,0,0,1
C12925,14,72.68,987.49,Month-to-month,Credit card,No,2,58.1,1,0,0,1
C12926,45,63.36,2796.38,One year,Credit card,Fiber optic,0,14.9,0,0,0,0
C12927,24,49.4,1161.19,One year,Credit card,Fiber optic,0,57.7,0,0,1,0
C12928,14,66.89,1023.94,Two year,Credit card,Fiber optic,1,32.9,0,1,1,0
C12929,48,87.43,4221.96,Month-to-month,Electronic check,No,1,25.0,0,1,0,1
C12930,13,64.67,851.69,Month-to-month,Mailed check,Fiber optic,0,24.6,0,0,1,1
C12931,49,57.08,2757.87,Two year,Bank transfer,DSL,2,181.2,0,0,0,0
C12932,12,58.73,741.21,Month-to-month,Electronic check,No,0,8.8,0,1,1,1
C12933,32,89.81,2819.61,One year,Credit card,DSL,3,89.8,1,0,1,1
C12934,59,95.63,5579.49,Month-to-month,Electronic check,No,3,36.2,1,0,0,1
C12935,17,48.32,799.08,Month-to-month,Mailed check,DSL,1,19.0,0,1,1,0
C12936,56,48.29,2782.42,Month-to-month,Bank transfer,Fiber optic,2,30.9,0,1,0,0
C12937,52,74.48,3948.88,Two year,Credit card,No,3,94.5,0,0,0,0
C12938,65,103.19,6689.3,Month-to-month,Bank transfer,Fiber optic,1,97.4,0,1,0,1
C12939,13,93.65,1190.48,One year,Bank transfer,Fiber optic,0,18.5,0,0,1,0
C12940,52,33.7,1686.79,One year,Electronic check,Fiber optic,1,56.5,1,1,0,0
C12941,68,58.4,3974.32,One year,Bank transfer,DSL,0,53.9,0,0,0,0
C12942,55,41.73,2301.63,Month-to-month,Bank transfer,DSL,1,35.0,1,0,0,0
C12943,14,58.31,847.92,Month-to-month,Mailed check,Fiber optic,1,60.7,0,0,1,0
C12944,60,105.11,6343.03,Two year,Credit card,Fiber optic,1,71.4,0,0,0,0
C12945,8,29.43,227.54,Month-to-month,Electronic check,DSL,1,17.6,0,0,0,1
C12946,43,24.53,1077.03,Month-to-month,Electronic check,Fiber optic,1,8.0,0,0,1,0
C12947,36,44.29,1566.41,Two year,Credit card,No,0,14.8,0,0,1,0
C12948,39,72.18,2836.5,Month-to-month,Electronic check,No,1,30.1,0,1,1,1
C12949,38,80.52,3039.47,Month-to-month,Bank transfer,Fiber optic,1,35.2,0,0,0,1
C12950,3,75.94,246.2,Two year,Mailed check,No,1,76.3,1,1,0,0
C12951,37,94.39,3507.57,Month-to-month,Credit card,Fiber optic,1,39.6,1,0,0,1
C12952,68,20.92,1425.31,Month-to-month,Electronic check,Fiber optic,2,30.2,0,0,1,1
C12953,32,94.71,3062.5,Month-to-month,Electronic check,Fiber optic,0,7.6,0,1,1,1
C12954,20,57.2,1081.18,One year,Credit card,No,1,92.4,0,0,0,1
C12955,72,83.29,5954.28,Two year,Bank transfer,DSL,1,18.4,1,0,1,0
C12956,8,31.91,244.48,One year,Bank transfer,DSL,2,97.7,0,0,0,0
C12957,36,65.12,2286.59,Two year,Mailed check,No,2,27.7,1,0,1,0
C12958,37,70.91,2607.4,Month-to-month,Mailed check,Fiber optic,0,15.8,0,0,0,0
C12959,35,93.89,3271.16,One year,Credit card,No,1,42.3,1,0,1,0
C12960,67,25.37,1752.18,Month-to-month,Bank transfer,Fiber optic,0,20.9,0,0,0,0
C12961,31,65.77,2044.57,Two year,Credit card,Fiber optic,1,33.3,0,1,0,0
C12962,71,37.87,2729.95,Two year,Credit card,DSL,2,41.3,3,0,0,0
C12963,5,77.64,400.27,Month-to-month,Bank transfer,No,2,70.7,0,0,0,1
C12964,53,84.43,4453.36,Two year,Bank transfer,DSL,1,133.9,1,0,0,0
C12965,43,97.18,4184.09,One year,Bank transfer,DSL,1,25.2,0,0,0,0
C12966,18,51.62,958.34,Month-to-month,Credit card,No,1,45.2,1,0,0,0
C12967,17,88.18,1546.8,One year,Bank transfer,DSL,0,12.6,2,0,0,0
C12968,52,99.02,5143.75,Two year,Electronic check,DSL,0,62.8,1,0,0,0
C12969,46,23.92,1034.42,Month-to-month,Credit card,Fiber optic,0,47.8,0,0,1,0
C12970,45,80.31,3545.24,Month-to-month,Bank transfer,No,1,7.4,1,1,1,0
C12971,4,88.96,342.78,Two year,Credit card,No,0,49.9,1,0,0,1
C12972,44,58.53,2481.8,Month-to-month,Mailed check,DSL,4,20.2,0,0,1,0
C12973,71,34.73,2537.63,Month-to-month,Mailed check,Fiber optic,1,32.9,0,0,0,0
C12974,2,88.57,201.02,One year,Bank transfer,Fiber optic,2,112.9,0,0,0,1
C12975,34,35.01,1164.91,One year,Credit card,Fiber optic,0,8.9,1,0,1,0
C12976,36,60.54,2135.05,Month-to-month,Electronic check,DSL,3,66.7,0,0,0,0
C12977,65,64.0,4201.12,Month-to-month,Mailed check,Fiber optic,1,17.6,1,0,0,0
C12978,21,82.89,1696.14,Two year,Bank transfer,Fiber optic,1,14.8,0,0,1,0
C12979,35,49.33,1685.82,Month-to-month,Credit card,DSL,1,24.2,0,0,1,0
C12980,52,47.89,2459.64,One year,Electronic check,No,2,13.5,1,0,0,0
C12981,5,67.47,341.91,Two year,Electronic check,DSL,0,155.5,1,0,0,0
C12982,58,90.16,5254.11,Month-to-month,Mailed check,No,3,8.0,1,0,1,0
C12983,60,122.19,7379.11,Two year,Electronic check,Fiber optic,1,12.3,1,0,1,0
C12984,52,27.31,1461.92,One year,Electronic check,Fiber optic,1,5.6,1,0,0,0
C12985,47,72.88,3425.39,Two year,Mailed check,No,0,19.7,0,0,0,0
C12986,54,37.84,2084.18,Month-to-month,Bank transfer,DSL,1,42.9,1,1,0,0
C12987,57,90.47,5129.95,Month-to-month,Mailed check,DSL,1,46.7,0,0,0,1
C12988,66,41.54,2668.81,One year,Mailed check,Fiber optic,2,51.1,0,0,1,0
C12989,31,48.13,1465.18,Two year,Credit card,No,0,53.7,1,0,0,0
C12990,33,50.27,1626.66,Two year,Mailed check,No,0,80.6,0,0,1,0
C12991,46,63.1,2877.32,Month-to-month,Credit card,Fiber optic,3,114.5,0,0,0,0
C12992,14,73.08,984.75,Month-to-month,Electronic check,No,1,62.3,0,0,0,1
C12993,62,77.09,4761.14,Month-to-month,Credit card,DSL,0,41.6,0,0,0,1
C12994,56,64.86,3656.96,One year,Credit card,DSL,1,18.1,0,0,1,0
C12995,46,31.75,1529.11,Two year,Electronic check,DSL,1,45.1,0,0,0,0
C12996,22,83.19,1761.17,One year,Bank transfer,No,1,60.7,1,0,1,0
C12997,26,63.68,1604.17,Month-to-month,Bank transfer,Fiber optic,0,31.9,1,0,0,0
C12998,32,94.04,2977.62,Two year,Mailed check,Fiber optic,0,70.2,0,0,1,0
C12999,48,47.31,2301.51,Month-to-month,Credit card,Fiber optic,1,53.0,0,0,0,0
C13000,57,24.94,1413.38,Month-to-month,Electronic check,DSL,1,21.2,1,0,1,0
C13001,49,64.15,3114.39,One year,Mailed check,DSL,1,24.4,0,0,0,1
C13002,67,97.4,6554.47,Month-to-month,Credit card,DSL,1,89.6,0,0,1,1
C13003,70,69.02,4869.66,One year,Electronic check,DSL,3,5.5,0,1,0,0
C13004,51,60.01,3059.76,One year,Electronic check,Fiber optic,5,6.9,0,1,0,1
C13005,27,43.24,1134.83,Month-to-month,Electronic check,DSL,0,15.4,0,0,0,0
C13006,44,108.94,4804.17,Month-to-month,Credit card,No,2,162.6,1,0,0,1
C13007,31,39.26,1207.73,Month-to-month,Electronic check,No,1,54.4,0,1,0,0
C13008,46,46.87,2146.38,One year,Electronic check,No,0,24.1,3,1,1,0
C13009,59,79.25,4655.25,Month-to-month,Bank transfer,DSL,1,55.0,0,0,0,1
C13010,27,18.6,539.2,Month-to-month,Bank transfer,Fiber optic,1,22.4,0,0,0,0
C13011,37,96.86,3593.82,Month-to-month,Mailed check,DSL,2,41.4,2,0,0,1
C13012,4,80.6,363.83,One year,Credit card,DSL,0,26.5,0,0,1,0
C13013,54,87.48,4777.37,Month-to-month,Electronic check,Fiber optic,1,53.6,0,0,0,0
C13014,36,78.95,2860.56,Month-to-month,Bank transfer,Fiber optic,2,34.3,1,0,0,1
C13015,34,60.97,2052.72,Month-to-month,Bank transfer,Fiber optic,2,24.5,1,0,0,0
C13016,39,38.42,1539.99,Month-to-month,Electronic check,No,2,41.3,0,1,0,1
C13017,16,61.5,1002.63,Month-to-month,Credit card,DSL,1,29.2,1,1,0,1
C13018,44,40.62,1891.41,Month-to-month,Bank transfer,No,2,29.2,1,0,0,1
C13019,54,77.15,4178.5,One year,Electronic check,DSL,2,10.3,0,1,1,0
C13020,26,85.17,2242.33,Month-to-month,Electronic check,No,3,52.6,0,0,0,1
C13021,10,101.92,1030.82,Month-to-month,Electronic check,Fiber optic,0,198.4,0,0,1,0
C13022,28,74.29,2076.16,Two year,Credit card,DSL,2,42.8,1,0,0,1
C13023,15,88.11,1311.3,Month-to-month,Electronic check,Fiber optic,1,30.7,1,0,0,1
C13024,27,57.57,1566.16,Month-to-month,Credit card,DSL,0,31.5,0,0,1,1
C13025,46,53.04,2460.69,Month-to-month,Electronic check,No,0,87.2,0,1,1,0
C13026,9,76.84,737.74,Month-to-month,Credit card,DSL,0,1.3,0,0,0,1
C13027,54,55.34,3000.71,Month-to-month,Credit card,No,1,43.7,0,1,0,0
C13028,17,71.73,1200.89,Two year,Electronic check,Fiber optic,0,36.0,0,0,0,0
C13029,65,38.47,2487.48,Month-to-month,Electronic check,No,2,34.2,0,0,0,0
C13030,53,42.96,2223.96,One year,Credit card,DSL,0,40.3,1,0,1,0
C13031,20,80.89,1684.25,Two year,Electronic check,Fiber optic,2,16.4,1,0,1,0
C13032,41,87.17,3552.32,Month-to-month,Electronic check,No,0,17.0,0,1,0,0
